Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,ML,DL,CNN,LSTM,HLA
Distinct metabolic programs established in the thymus control effector functions of γδ T cell subsets in tumor microenvironments,γδ T cells have potent effector functions through their production of IFN-γ or IL-17. Pennington and colleagues demonstrate that IFN-γ+ γδ T and IL-17+ γδ T cells have distinct metabolic requirements that can be independently targeted to elicit specific immune responses.,Noella LopesClaire McIntyreLydia Lynch,18 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00848-3/MediaObjects/41590_2020_848_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00848-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gut CD4+ T cell phenotypes are a continuum molded by microbes, not by TH archetypes",Helper T cell subsets are characterized functionally by the cytokines they produce. Benoist and colleagues demonstrate that in vivo helper T cells do not manifest as discrete helper subsets but rather form a continuum shaped by microbial exposure.,Evgeny KinerElijah WillieHideyuki Yoshida,18 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00836-7/MediaObjects/41590_2020_836_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00836-7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RORα is a critical checkpoint for T cell and ILC2 commitment in the embryonic thymus,"McKenzie and colleagues show RORα expression in early thymic progenitors overrides BCL11B-dependent suppression of Id2 and Nfil3 expression. In turn, ID2 suppresses the activity of the E proteins that are required for T lineage development, thereby promoting ILC2 cell generation in the thymus.",Ana C. F. FerreiraAydan C. H. SzetoAndrew N. J. McKenzie,11 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00833-w/MediaObjects/41590_2020_833_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00833-w,0,0,1,0,0,1,1,0,0,0,0,0,0,0
IL-2 regulates tumor-reactive CD8+ T cell exhaustion by activating the aryl hydrocarbon receptor,"IL-2 is a classic T cell growth factor. Huang and colleagues demonstrate, however, that chronic IL-2 stimulation leads to a new exhaustion pathway that impairs antitumor immune responses.",Yuying LiuNannan ZhouBo Huang,11 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00850-9/MediaObjects/41590_2020_850_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00850-9,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Smc3 dosage regulates B cell transit through germinal centers and restricts their malignant transformation,"Melnick and colleagues show that the cohesin complex exhibits dose-dependent regulation of chromatin remodeling that accompanies the transition of germinal center B cells to plasma cells, which is necessary to prevent lymphomagenesis.",Martín A. RivasCem MeydanAri M. Melnick,11 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00827-8/MediaObjects/41590_2020_827_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00827-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
γδ T cells suppress Plasmodium falciparum blood-stage infection by direct killing and phagocytosis,"Junqueira et al. show that human γδ T cells control erythrocytic Plasmodium falciparum infection by multiple mechanisms: antibody-dependent phagocytosis, cytotoxic-granule-mediated erythrocyte lysis and direct parasite killing.",Caroline JunqueiraRafael B. PolidoroJudy Lieberman,11 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00847-4/MediaObjects/41590_2020_847_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00847-4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Broadly effective metabolic and immune recovery with C5 inhibition in CHAPLE disease,"CHAPLE disease is a lethal syndrome caused by genetic loss of the complement regulatory protein CD55. Lenardo, Ozen and their colleagues report that blockade of C5 complement activation in a small cohort of pediatric patients with CHAPLE disease reduced gastrointestinal pathology and restored their immunity and growth.",Ahmet OzenNurhan KasapMichael J. Lenardo,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00830-z/MediaObjects/41590_2020_830_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00830-z,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Memory-like HCV-specific CD8+ T cells retain a molecular scar after cure of chronic HCV infection,Thimme and colleagues identify a molecular signature of T cell exhaustion resembling a ‘chronic scar’ that is imprinted in hepatitis C virus–specific CD8+ T cells and cannot simply be reversed by viral clearance.,Nina HenselZuguang GuMaike Hofmann,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00817-w/MediaObjects/41590_2020_817_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00817-w,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NF-κB-inducing kinase maintains T cell metabolic fitness in antitumor immunity,Metabolic rewiring of cytotoxic T lymphocytes (CTLs) can impair their antitumor functions. Sun and colleagues demonstrate that CTL-intrinsic activity of the kinase NIK is essential for CTL metabolic fitness in the tumor microenvironment.,Meidi GuXiaofei ZhouShao-Cong Sun,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00829-6/MediaObjects/41590_2020_829_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00829-6,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Mitochondrial stress induced by continuous stimulation under hypoxia rapidly drives T cell exhaustion,"Delgoffe and colleagues show that continuous TCR signaling and hypoxia increase Blimp-1, which suppresses PGC-1α-dependent mitochondrial reprogramming and increases reactive oxygen species generation. Such conditions promote T cell exhaustion.",Nicole E. ScharpingDayana B. RivadeneiraGreg M. Delgoffe,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00834-9/MediaObjects/41590_2020_834_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00834-9,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Intracellular immune sensing promotes inflammation via gasdermin D–driven release of a lectin alarmin,Damage-associated molecular patterns (DAMPs) are released during necrotic cell death and contribute to driving inflammation. Rathinam and colleagues show that galectin-1 is a new DAMP that functions by inhibiting the receptor phosphatase CD45.,Ashley J. RussoSwathy O. VasudevanVijay A. Rathinam,04 Jan 2021,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-00844-7/MediaObjects/41590_2020_844_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-00844-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The phosphatidylinositol-transfer protein Nir3 promotes PI(4,5)P2 replenishment in response to TCR signaling during T cell development and survival","Weiss and colleagues identify a role for the endoplasmic reticulum-tethered PI transfer protein Nir3 in replenishing plasma membrane PIP2 levels in DN3-DP thymocytes, thereby increasing the sensitivity of developing thymocytes to weak TCR agonists.",Wen LuYnes A. HelouArthur Weiss,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01372-2/MediaObjects/41590_2022_1372_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01372-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SHP-2 and PD-1-SHP-2 signaling regulate myeloid cell differentiation and antitumor responses,Boussiotis and colleagues show that the tyrosine phosphatase SHP-2 regulates the differentiation and antitumor function of monocytes downstream of the inhibitory PD-1 receptor.,Anthos ChristofidesXanthi-Lida KatopodiVassiliki A. Boussiotis,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01385-x/MediaObjects/41590_2022_1385_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01385-x,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deletion of PD-1 destabilizes the lineage identity and metabolic fitness of tumor-infiltrating regulatory T cells,Ha and colleagues show that loss of PD-1 expression on regulatory T cells in the tumor environment reduces their metabolic fitness and proliferative capacity.,Myeong Joon KimKyungsoo KimSang-Jun Ha,28 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01373-1/MediaObjects/41590_2022_1373_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01373-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SREBP signaling is essential for effective B cell responses,"The regulatory protein SREBP is required for CD8+ T cell metabolic reprogramming after activation. Luo et al. demonstrate that stimulated B cells require SCAP, a regulator of SREBP, for metabolic reprogramming and the formation and maintenance of germinal center B cells.",Wei LuoJulia Z. AdamskaBali Pulendran,28 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01376-y/MediaObjects/41590_2022_1376_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01376-y,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unique roles of co-receptor-bound LCK in helper and cytotoxic T cells,Stepanek and colleagues demonstrate that the LCK kinase associated with CD4 or CD8 co-receptors has kinase-dependent and kinase-independent roles in T cell activation.,Veronika HorkovaAles DrobekOndrej Stepanek,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01366-0/MediaObjects/41590_2022_1366_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01366-0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Staphylococcal phosphatidylglycerol antigens activate human T cells via CD1a,"De Jong and colleagues identify staphylococcal phosphatidylglycerol lipids as antigens for human CD1a-restricted T cells, which promote type 2 immune responses and may contribute to atopic dermatitis.",Gwennaëlle C. MonnotMarcin WegreckiAnnemieke de Jong,22 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01375-z/MediaObjects/41590_2022_1375_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01375-z,0,0,1,0,0,1,0,0,0,0,0,0,0,0
An αvβ3 integrin checkpoint is critical for efficient TH2 cell cytokine polarization and potentiation of antigen-specific immunity,Gata3 upregulation is required for TH2 cell polarization. McKenzie and colleagues find that integrin αvβ3 is upregulated by Gata3 and that this is crucial in inducing FAK–mTOR signaling required for TH2 cell differentiation.,Aydan C. H. SzetoAna C. F. FerreiraAndrew N. J. McKenzie,22 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01378-w/MediaObjects/41590_2022_1378_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01378-w,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Hypoxia drives CD39-dependent suppressor function in exhausted T cells to limit antitumor immunity,"Exhausted CD8+ T cells with diminished effector functions accumulate in tumors. Here, the authors show that hypoxia induces a suppressive phenotype in exhausted T cells and that interfering with hypoxia-mediated CD39 expression limits immunosuppression in the tumor and augments immunotherapy, resulting in arrest of tumor growth.",Paolo D. A. VignaliKristin DePeauxGreg M. Delgoffe,21 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01379-9/MediaObjects/41590_2022_1379_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01379-9,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Rebalancing TGFβ1/BMP signals in exhausted T cells unlocks responsiveness to immune checkpoint blockade therapy,Cancer immunotherapies can be limited by terminally dysfunctional T cells in the tumor microenvironment. Here the authors present a model of stable human T cell dysfunction to show that TGFβ contributes to this terminal dysfunction which can be therapeutically inhibited by simultaneously blocking TGFβ1 and boosting bone morphogenetic protein (BMP) signaling.,Abbey A. SaadeyAmir YousifHazem E. Ghoneim,21 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01384-y/MediaObjects/41590_2022_1384_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01384-y,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ETV3 and ETV6 enable monocyte differentiation into dendritic cells by repressing macrophage fate commitment,The factors controlling monocyte fate commitment toward macrophages versus dendritic cells are unclear. Here the authors show that ETV3 and ETV6 enable dendritic cell differentiation by repressing the macrophage transcriptional program.,Javiera VillarAdeline CrosElodie Segura,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01374-0/MediaObjects/41590_2022_1374_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01374-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaptive immune responses to SARS-CoV-2 persist in the pharyngeal lymphoid tissue of children,"Manthiram and colleagues analyze the peripheral blood, tonsils and adenoids in children undergoing tonsillectomy or adenoidectomy and find evidence of continued tissue-specific immunity to SARS-CoV-2 and viral RNA persistence weeks to months after acute infection.",Qin XuPedro Milanez-AlmeidaKalpana Manthiram,19 Dec 2022,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01367-z/MediaObjects/41590_2022_1367_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01367-z,1,1,1,1,0,0,0,0,0,0,0,0,0,0
A genetic disorder reveals a hematopoietic stem cell regulatory network co-opted in leukemia,"Modeling a rare bone marrow failure disorder due to haploinsufficiency for the MECOM transcription factor identifies a human hematopoietic stem cell regulatory network, which is co-opted by high-risk leukemias.",Richard A. VoitLiming TaoVijay G. Sankaran,,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-022-01370-4/MediaObjects/41590_2022_1370_Fig1_HTML.png,https://www.nature.com/articles/s41590-022-01370-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
